"DATE","DATE_NAME","DATE_CODE","DATE_TYPE","DATE_TYPECODE","DATE_SORTORDER","GEOGRAPHY","GEOGRAPHY_NAME","GEOGRAPHY_CODE","GEOGRAPHY_TYPE","GEOGRAPHY_TYPECODE","GEOGRAPHY_SORTORDER","CELL","CELL_NAME","CELL_CODE","CELL_TYPE","CELL_TYPECODE","CELL_SORTORDER","MEASURES","MEASURES_NAME","OBS_VALUE","OBS_STATUS","OBS_STATUS_NAME","OBS_CONF","OBS_CONF_NAME","URN","RECORD_OFFSET","RECORD_COUNT"
"2001","2001","2001","date",0,0,"1275079112","Bradford 002E","E01010696","2001 super output areas - lower layer",304,8,"7","7 people in household","QS406EW0008","Household Size",10000,7,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079112d7d20100",79,2781
"2001","2001","2001","date",0,0,"1275079112","Bradford 002E","E01010696","2001 super output areas - lower layer",304,8,"8","8 or more people in household","QS406EW0009","Household Size",10000,8,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079112d8d20100",80,2781
"2001","2001","2001","date",0,0,"1275079113","Bradford 002F","E01010697","2001 super output areas - lower layer",304,9,"0","All categories: Household size","QS406EW0001","Household Size",10000,0,"20100","Value",634,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079113d0d20100",81,2781
"2001","2001","2001","date",0,0,"1275079113","Bradford 002F","E01010697","2001 super output areas - lower layer",304,9,"1","1 person in household","QS406EW0002","Household Size",10000,1,"20100","Value",194,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079113d1d20100",82,2781
"2001","2001","2001","date",0,0,"1275079113","Bradford 002F","E01010697","2001 super output areas - lower layer",304,9,"2","2 people in household","QS406EW0003","Household Size",10000,2,"20100","Value",246,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079113d2d20100",83,2781
"2001","2001","2001","date",0,0,"1275079113","Bradford 002F","E01010697","2001 super output areas - lower layer",304,9,"3","3 people in household","QS406EW0004","Household Size",10000,3,"20100","Value",68,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079113d3d20100",84,2781
"2001","2001","2001","date",0,0,"1275079113","Bradford 002F","E01010697","2001 super output areas - lower layer",304,9,"4","4 people in household","QS406EW0005","Household Size",10000,4,"20100","Value",75,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079113d4d20100",85,2781
"2001","2001","2001","date",0,0,"1275079113","Bradford 002F","E01010697","2001 super output areas - lower layer",304,9,"5","5 people in household","QS406EW0006","Household Size",10000,5,"20100","Value",38,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079113d5d20100",86,2781
"2001","2001","2001","date",0,0,"1275079113","Bradford 002F","E01010697","2001 super output areas - lower layer",304,9,"6","6 people in household","QS406EW0007","Household Size",10000,6,"20100","Value",10,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079113d6d20100",87,2781
"2001","2001","2001","date",0,0,"1275079113","Bradford 002F","E01010697","2001 super output areas - lower layer",304,9,"7","7 people in household","QS406EW0008","Household Size",10000,7,"20100","Value",3,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079113d7d20100",88,2781
"2001","2001","2001","date",0,0,"1275079113","Bradford 002F","E01010697","2001 super output areas - lower layer",304,9,"8","8 or more people in household","QS406EW0009","Household Size",10000,8,"20100","Value",0,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079113d8d20100",89,2781
"2001","2001","2001","date",0,0,"1275079114","Bradford 002G","E01010698","2001 super output areas - lower layer",304,10,"0","All categories: Household size","QS406EW0001","Household Size",10000,0,"20100","Value",776,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079114d0d20100",90,2781
"2001","2001","2001","date",0,0,"1275079114","Bradford 002G","E01010698","2001 super output areas - lower layer",304,10,"1","1 person in household","QS406EW0002","Household Size",10000,1,"20100","Value",302,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079114d1d20100",91,2781
"2001","2001","2001","date",0,0,"1275079114","Bradford 002G","E01010698","2001 super output areas - lower layer",304,10,"2","2 people in household","QS406EW0003","Household Size",10000,2,"20100","Value",282,"A","Normal Value","F","Free (free for publication)","Nm-1669d1d32016e0d1275079114d2d20100",92,2781
